timestamp,job_title,company,location,status,reason,confirmation,cover_letter_attached,apply_url
2026-05-02T22:36:11Z,"Clinical Implementation Specialist - Technology (USA Home Office, --, US, NA)",Dentsply Sirona,United States,completed,,,,https://careers.dentsplysirona.com/job/USA-Home-Office-Clinical-Implementation-Specialist-Dental-Technology-NA/1373312433/
2026-05-02T22:36:34Z,"Senior Manager, Payment Integrity - Implementation Delivery",Centene,United States,terminated,,,,https://jobs.centene.com/us/en/jobs/1638092/senior-manager-payment-integrity-implementation-delivery/
2026-05-02T22:39:20Z,Process Excellence and Implementation Lead (Contract),"Contract, Full Time",United States,completed,,,,https://ats.rippling.com/verra-opportunities/jobs/6e3fac38-e953-49e8-931c-d66b3c47f123
2026-05-02T22:42:43Z,Project Manager - Saas Implementation,Toolio,"New York, New York, United States",terminated,,,,https://toolio.talentlyft.com/jobs/project-manager-saas-implementation-cgcL
2026-05-02T22:43:48Z,Implementation Team Lead – Payroll & Benefits,HiBob,United States,terminated,,,,https://www.linkedin.com/jobs/view/implementation-team-lead-%E2%80%93-payroll-benefits-at-hibob-4400584328
2026-05-02T22:44:06Z,Client Onboarding and Implementation Lead,Vetcove,United States,terminated,,,,https://jobs.ashbyhq.com/vetcove/b26fb7fc-b73c-45c0-8f8a-7496451dceb5
2026-05-02T22:48:45Z,Principal Client Onboarding & Implementation Manager,Ometria,New York or United States,completed,,,,https://apply.workable.com/ometria/j/FA23380E0B/
2026-05-02T23:05:20Z,Senior Implementation Manager,Meltwater Group,"Miami, Florida, United States",failed,,,,https://www.linkedin.com/jobs/view/senior-implementation-manager-at-meltwater-4390292107
2026-05-02T23:07:09Z,Implementation Team Lead – Payroll & Benefits,HiBob,United States,failed,,,,https://www.linkedin.com/jobs/view/implementation-team-lead-%E2%80%93-payroll-benefits-at-hibob-4400584328
2026-05-02T23:07:54Z,Client Onboarding and Implementation Lead,Vetcove,United States,terminated,,,,https://jobs.ashbyhq.com/vetcove/b26fb7fc-b73c-45c0-8f8a-7496451dceb5
2026-05-02T23:15:55Z,Senior Implementation Manager,Meltwater Group,"Miami, Florida, United States",terminated,,,,https://www.linkedin.com/jobs/view/senior-implementation-manager-at-meltwater-4390292107
2026-05-02T23:18:49Z,Implementation Experience Specialist,Aspen Dental,"New York, New York, United States",completed,,,,https://careers.aspendental.com/us/en/job/R2026-003956/Implementation-Experience-Specialist
2026-05-02T23:19:20Z,Customer Implementation Specialist,Applied Systems,United States or Canada,terminated,,,,"https://careers-appliedsystems.icims.com/jobs/7458/customer-implementation-specialist,-data-migration/job"
2026-05-02T23:22:25Z,Implementation Experience Specialist,Aspen Dental,"New York, New York, United States",terminated,,,,https://careers.aspendental.com/us/en/job/R2026-003956/Implementation-Experience-Specialist
2026-05-02T23:22:58Z,Customer Implementation Specialist,Applied Systems,United States or Canada,terminated,,,,"https://careers-appliedsystems.icims.com/jobs/7458/customer-implementation-specialist,-data-migration/job"
2026-05-02T23:30:17Z,Implementation Consultant I,Navigate360,"Richfield, Ohio, United States",terminated,,,,https://www.linkedin.com/jobs/view/implementation-consultant-i-at-navigate360-4393165091
2026-05-02T23:32:12Z,Data Implementation Consultant,Solventum,"Albany, New York, United States",terminated,,,,https://healthcare.wd1.myworkdayjobs.com/en-US/Search/job/Data-Implementation-Consultant_R01129226
2026-05-02T23:32:30Z,Implementation Specialist (Remote-US),Silverchair,United States,terminated,,,,https://careers.tscp.com/companies/silverchair/jobs/70104276-implementation-specialist-remote-us
2026-05-02T23:33:01Z,Sr. Implementation Project Manager,Enrollment123,"Laguna Hills, California, United States",terminated,,,,https://enrollment123.applytojob.com/apply/N8EGGzQ1mc/Sr-Implementation-Project-Manager
2026-05-02T23:35:16Z,Implementation Consultant I,Navigate360,"Richfield, Ohio, United States",terminated,,,,https://www.linkedin.com/jobs/view/implementation-consultant-i-at-navigate360-4393165091
2026-05-02T23:36:57Z,Data Implementation Consultant,Solventum,"Albany, New York, United States",completed,,,,https://healthcare.wd1.myworkdayjobs.com/en-US/Search/job/Data-Implementation-Consultant_R01129226
2026-05-02T23:37:12Z,Implementation Specialist (Remote-US),Silverchair,United States,terminated,,,,https://careers.tscp.com/companies/silverchair/jobs/70104276-implementation-specialist-remote-us
2026-05-02T23:43:50Z,Sr. Implementation Project Manager,Enrollment123,"Laguna Hills, California, United States",completed,,,,https://enrollment123.applytojob.com/apply/N8EGGzQ1mc/Sr-Implementation-Project-Manager
2026-05-03T00:05:08Z,HALO - Senior Implementation Manager (Remote),HALO,United States,completed,,,,https://recruiting.paylocity.com/Recruiting/Jobs/Details/4101283
2026-05-03T00:07:35Z,HALO - Senior Implementation Manager (Remote),HALO,United States,failed,,,,https://recruiting.paylocity.com/Recruiting/Jobs/Details/4101283
2026-05-03T00:15:45Z,Implementation Project Manager II,CallTower,"Manchester, /, United States",completed,,,,https://recruiting.paylocity.com/recruiting/jobs/Details/4097777/CallTower-Inc/Implementation-Project-Manager-II
2026-05-03T00:15:59Z,"Operations & Program Manager, Implementation",1Password,United States or Canada,terminated,,,,https://jobs.ashbyhq.com/1password/4d962f79-8019-4c9d-9ad4-f18f5622d963/application
2026-05-03T00:16:16Z,Senior Implementation & Engagement Manager,Ascertain,United States,terminated,,,,https://jobs.ashbyhq.com/ascertain/30448f88-c344-4665-97c0-373f4e7381ac/application
2026-05-03T00:17:53Z,Implementation Project Manager II,CallTower,"Manchester, /, United States",completed,,,,https://recruiting.paylocity.com/recruiting/jobs/Details/4097777/CallTower-Inc/Implementation-Project-Manager-II
2026-05-03T00:18:08Z,"Operations & Program Manager, Implementation",1Password,United States or Canada,terminated,,,,https://jobs.ashbyhq.com/1password/4d962f79-8019-4c9d-9ad4-f18f5622d963/application
2026-05-03T00:18:30Z,Senior Implementation & Engagement Manager,Ascertain,United States,terminated,,,,https://jobs.ashbyhq.com/ascertain/30448f88-c344-4665-97c0-373f4e7381ac/application
2026-05-03T00:24:01Z,Senior Software Implementation Engineer,Lumin Digital,United States,completed,,,,https://jobs.lever.co/LuminDigital
2026-05-03T00:26:33Z,Senior Software Implementation Engineer,Lumin Digital,United States,completed,,,,https://jobs.lever.co/LuminDigital
2026-05-03T00:33:33Z,Implementation Manager GxP,Benchling,Raleigh or Princeton or Philadelphia,completed,,,,https://jobs.ashbyhq.com/benchling/70a06d33-256b-446e-a1ec-045f0d9360f7
2026-05-03T00:35:22Z,Implementation Manager GxP,Benchling,Raleigh or Princeton or Philadelphia,terminated,,,,https://jobs.ashbyhq.com/benchling/70a06d33-256b-446e-a1ec-045f0d9360f7
2026-05-03T00:37:06Z,Software Implementation Consultant - US Remote,PerfectServe,United States,terminated,,,,https://boards.greenhouse.io/perfectserve
2026-05-03T00:37:34Z,"Implementation Consultant, EAM",Modaxo,United States,terminated,,,,https://wd3.myworkdaysite.com/en-US/recruiting/modaxo/Trapeze/job/Remote-United-States/Implementation-Consultant--EAM_R56980
2026-05-03T00:43:35Z,Junior Implementation Specialist,PEX,"New York, New York, United States",terminated,,,,https://www.linkedin.com/jobs/view/implementation-specialist-at-pex-4397479217
2026-05-03T00:46:46Z,Implementation Manager (Contract),BenchPrep,United States,terminated,,,,http://job-boards.greenhouse.io/benchprep/jobs/8497337002
2026-05-03T00:47:09Z,Implementation Engineering Manager,ExperianLondon,United States,terminated,,,,https://jobs.experian.com/job/implementation-engineering-manager-in-united-states-jid-4272
2026-05-03T00:47:30Z,Implementation Specialist II,GreenSlate,"Burbank, California, United States",terminated,,,,https://gslate.applytojob.com/apply/3f4bVOPCiF/Implementation-Specialist-II
2026-05-03T00:47:59Z,"Senior Implementation Specialist, Service Delivery",ELEVI Associates,"Columbia, Maryland, United States",terminated,,,,https://boards.greenhouse.io/eleviassociates
2026-05-03T00:48:21Z,Implementation Manager,Aon,United States,terminated,,,,https://jobs.aon.com/event-24834/jobs/90290?lang=en-us
2026-05-03T00:48:30Z,Site Implementation Engineer,Noblis,United States,terminated,,,,https://careers.noblis.org/jobs/26934
2026-05-03T00:48:51Z,Unanet Implementation Manager,Aprio,"Denver, Colorado, United States",terminated,,,,https://jobs.lever.co/Aprio/c65c7fd2-2f35-4686-8d02-9cbdfbd30d7d
2026-05-03T00:49:18Z,Implementation Manager - Practice Management,Motivity,United States,terminated,,,,https://boards.greenhouse.io/motivity/jobs/4209923009
2026-05-03T00:49:39Z,Sales & Implementation Engineer,CrashPlan,United States,terminated,,,,http://job-boards.greenhouse.io/crashplan/jobs/4209797009
2026-05-03T00:50:08Z,"Implementation, Consultant -Financial Focused",Bring IT,United States,terminated,,,,https://www.bringitps.com/careers/
2026-05-03T00:50:26Z,Payroll Implementation Specialist,Viventium,United States,terminated,,,,https://www.linkedin.com/jobs/view/payroll-implementation-specialist-at-viventium-4383359384
2026-05-03T00:50:49Z,Implementation Consultant,TeamDynamix,United States,terminated,,,,https://jobs.ashbyhq.com/teamdynamix/9ba6a979-5fa6-4aa0-95bb-a3478665237e
2026-05-03T00:51:13Z,Implementation Engineer,RapidSOS,United States,terminated,,,,https://boards.greenhouse.io/rapidsos/jobs/5087717007
2026-05-03T00:51:23Z,Implementation Consultant,Espresa,"Palo Alto, California, United States",terminated,,,,https://boards.greenhouse.io/espresa
2026-05-03T00:51:48Z,"Implementation Specialist, IT",Rippling,United States,terminated,,,,https://ats.rippling.com/rippling/jobs/c92d6b7d-3c78-4f3c-ac0a-9a95b8e28e72
2026-05-03T00:52:16Z,Manager Implementation,Premier,United States,terminated,,,,https://premierinc.wd1.myworkdayjobs.com/en-US/External_Professional/job/Manager-Implementation_R0008349
2026-05-03T00:52:35Z,"Consultant, Implementation",Visa,"Columbus, Ohio, United States",terminated,,,,https://jobs.smartrecruiters.com/Visa/744000116942691-consultant-implementation
2026-05-03T00:54:01Z,Software Implementation Consultant - US Remote,PerfectServe,United States,terminated,,,,https://boards.greenhouse.io/perfectserve
2026-05-03T00:54:09Z,"Implementation Consultant, EAM",Modaxo,United States,terminated,,,,https://wd3.myworkdaysite.com/en-US/recruiting/modaxo/Trapeze/job/Remote-United-States/Implementation-Consultant--EAM_R56980
2026-05-03T00:54:25Z,Junior Implementation Specialist,PEX,"New York, New York, United States",terminated,,,,https://www.linkedin.com/jobs/view/implementation-specialist-at-pex-4397479217
2026-05-03T00:54:54Z,"ClickUp Implementation Specialist, Contract",66degrees,United States,terminated,,,,https://boards.greenhouse.io/66degrees
2026-05-03T00:55:17Z,Associate Implementation Specialist - Americas,Ashby,"San Francisco, California, United States",terminated,,,,https://jobs.ashbyhq.com/ashby/1e6bf4c7-6452-418b-9277-a28eb8a6f218
2026-05-03T00:55:37Z,Nuvem - Data Implementation Specialist,Nuvem,United States,terminated,,,,https://recruiting.paylocity.com/recruiting/jobs/Details/4014612/Nuvem/Data-Implementation-Specialist
2026-05-03T00:56:00Z,"Senior Implementation Specialist, Service Delivery",ELEVI Associates,"Columbia, Maryland, United States",terminated,,,,https://boards.greenhouse.io/eleviassociates
2026-05-03T00:56:23Z,Implementation Consultant,Foundant,United States or Canada,terminated,,,,https://ats.rippling.com/foundant-careers/jobs/cd946aa3-28fa-4ed5-aa00-f21dbad6cab5/apply
2026-05-03T00:56:43Z,Implementation Specialist,ZOLL Medical,"Broomfield, Colorado, United States",terminated,,,,https://zoll.wd5.myworkdayjobs.com/en-US/ZOLLMedicalCorp/job/US-CO-Broomfield/Implementation-Specialist_R18561
2026-05-03T00:57:05Z,Technical Implementation Manager,Cadence,United States,terminated,,,,https://boards.greenhouse.io/cadencesolutions/jobs/4664051006
2026-05-03T00:57:33Z,PPE Implementation Consultants,Perseus Group,United States,terminated,,,,https://talentmanagementsolution.wd3.myworkdayjobs.com/en-US/Perseus-careers1/job/PPE-Implementation-Consultants_R50547
2026-05-03T00:57:55Z,"Director, Customer Implementation",Neara,San Francisco or New York City,terminated,,,,https://jobs.ashbyhq.com/neara/e91517e4-7b5e-4040-9557-49c9af1c9333
2026-05-03T00:58:03Z,HubSpot Implementation Specialist,1406 Consulting,"Atlanta, Georgia, United States",terminated,,,,https://1406consulting.applytojob.com/apply/CZFR9uwcog/HubSpot-Implementation-Specialist
2026-05-03T00:58:12Z,Sales & Implementation Engineer,CrashPlan,United States,terminated,,,,http://job-boards.greenhouse.io/crashplan/jobs/4209797009
2026-05-03T00:58:23Z,Implementation Consultant – Language Services,AMN Healthcare,United States or North America,terminated,,,,https://www.amncareers.com/job/implementation-consultant-language-services/
2026-05-03T00:58:31Z,Implementation Consulting Professional,Trimble,Westminster or United States,terminated,,,,https://trimble.wd1.myworkdayjobs.com/en-US/TrimbleCareers/job/Implementation-Consulting-Professional_R53506-1
2026-05-03T00:58:41Z,"Implementation, Consultant -Financial Focused",Bring IT,United States,terminated,,,,https://www.bringitps.com/careers/
2026-05-03T00:58:51Z,Implementation Director - Nursing,Abridge,United States,terminated,,,,https://jobs.ashbyhq.com/abridge/bcf3593b-7439-4b2a-9c54-2958886c3c98
2026-05-03T00:59:00Z,AI Implementation Manager,VIATEQ,United States,terminated,,,,https://www.linkedin.com/jobs/view/ai-implementation-manager-at-viateq-corporation-4379114297
2026-05-03T00:59:11Z,"Implementation Consultant, Advisory",Fieldguide,"San Francisco, California, United States",terminated,,,,https://jobs.ashbyhq.com/fieldguide/be94f799-45d1-45b4-8821-3fd59f455209
2026-05-03T00:59:27Z,Payroll Implementation Specialist,Viventium,United States,terminated,,,,https://www.linkedin.com/jobs/view/payroll-implementation-specialist-at-viventium-4383359384
2026-05-03T00:59:48Z,Implementation Manager - Expansions & Transitions,August Health,United States,terminated,,,,https://jobs.ashbyhq.com/august-health/d74417db-8aa3-429c-84a2-89730a368809
2026-05-03T01:00:09Z,Implementation Specialist,AnewHealth,United States,terminated,,,,https://exactcare.wd1.myworkdayjobs.com/en-US/AnewHealth_Career_Site/job/Implementation-Specialist_R-108509
2026-05-03T01:00:32Z,Implementation Manager,Bankjoy,United States or Austin,terminated,,,,https://jobs.ashbyhq.com/bankjoy/e64564d7-ffe7-4fc1-ab08-3b9a11209ee4
2026-05-03T01:00:50Z,Implementation Consultant,Espresa,"Palo Alto, California, United States",terminated,,,,https://boards.greenhouse.io/espresa
2026-05-03T01:01:16Z,"Implementation Specialist, IT",Rippling,United States,terminated,,,,https://ats.rippling.com/rippling/jobs/c92d6b7d-3c78-4f3c-ac0a-9a95b8e28e72
2026-05-03T01:01:30Z,Implementation Engineer,Entegrata,United States,terminated,,,,https://entegrata.com/opportunities
2026-05-03T01:01:40Z,Implementation Consultant,Spreedly,United States,terminated,,,,https://jobs.lever.co/spreedly/2f711486-abc0-431c-9fb4-404a753853ea
2026-05-03T01:01:49Z,Implementation Manager,Steno,United States,terminated,,,,https://ats.rippling.com/steno-careers-page/jobs/1cafd0ce-5d4d-445f-9a4d-aec32cb5e440
2026-05-03T01:01:58Z,Implementation Analyst,ElsevierLondon,United States,terminated,,,,https://relx.wd3.myworkdayjobs.com/en-US/elsevierjobs/job/pennsylvania/implementation-analyst_r111686-1
2026-05-03T01:02:07Z,Manager Implementation,Premier,United States,terminated,,,,https://premierinc.wd1.myworkdayjobs.com/en-US/External_Professional/job/Manager-Implementation_R0008349
2026-05-03T01:02:15Z,Implementation Director,LexisNexis Risk Solutions,"Illinois, United States",terminated,,,,https://risk.lexisnexis.com/about-us/careers/jobs/R110582
2026-05-03T01:02:31Z,"Consultant, Implementation",Visa,"Columbus, Ohio, United States",terminated,,,,https://jobs.smartrecruiters.com/Visa/744000116942691-consultant-implementation
2026-07-10T23:21:09Z,"Senior Solutions Consultant - Global Payroll, AMER",remotecom,Remote-United States,terminated,,,,https://job-boards.greenhouse.io/remotecom/jobs/7789057003
2026-07-11T16:57:14Z,Enterprise Customer Success Manager,brex,"Seattle, Washington, United States",completed,,,,https://www.brex.com/careers/8335440002?gh_jid=8335440002
2026-07-16T14:02:38Z,Fast Track Onboarding Specialist 2,twilio,Remote - US,completed,,,,https://job-boards.greenhouse.io/twilio/jobs/8051057
2026-07-20T14:04:01Z,Enterprise Customer Success Manager,brex,"San Francisco, California, United States",terminated,,,,https://www.brex.com/careers/8335464002?gh_jid=8335464002
2026-07-23T14:04:45Z,Customer Success Manager - New Verticals,attentive,United States,completed,,,,https://job-boards.greenhouse.io/attentive/jobs/4324768009
2026-07-26T13:01:05Z,"Customer Onboarding & Support Specialist (Remote, South Africa)",Gymflow,,terminated,,,,https://weworkremotely.com/remote-jobs/gymflow-customer-onboarding-support-specialist-remote-south-africa
2026-07-26T13:03:13Z,"Engagement Manager, Managed Services (Networking)",World Wide Technology,,terminated,,,,https://jobicy.com/jobs/141789-engagement-manager-managed-services-networking
2026-07-26T13:05:24Z,Senior Project/Turnaround Manager,Infotree Global Solutions,,terminated,,,,https://jobicy.com/jobs/143387-senior-project-turnaround-manager
2026-07-26T13:07:43Z,Banking Implementation Analyst / Consultant,Infinite Computer Solutions (ICS),,terminated,,,,https://www.dice.com/job-detail/a8796d96-910f-42c4-b95b-dc2ab0772540
2026-07-26T13:09:47Z,Implementation Specialist (Remote - Louisiana Territory),i3 Verticals,,terminated,,,,https://www.dice.com/job-detail/8cd7422d-f117-436f-b0f8-082120fcfca1
2026-07-26T13:12:14Z,Enterprise Onboarding Specialist - 100% Remote,Hostaway,,terminated,,,,https://to.indeed.com/aasjrcvpsz9h
2026-07-26T13:14:06Z,Employee Benefits Implementation Consultant - Remote,Patra Corporation,,terminated,,,,https://to.indeed.com/aa8fchbbwv9d
2026-07-26T13:16:53Z,ADP Implementation Consultant - Remote,HCM Unlocked,,terminated,,,,https://to.indeed.com/aazbxjmrm7xj
2026-07-26T13:25:52Z,Project Manager French English Fluent,Brandtech+,,terminated,,,,https://remoteOK.com/remote-jobs/remote-project-manager-french-english-fluent-brandtech-1131548
2026-07-26T13:27:49Z,Creative Project Manager in Vollzeit | 100% Remote - (m/w/d),4creatives GmbH,,terminated,,,,https://www.arbeitnow.com/jobs/companies/4creatives-gmbh/creative-project-manager-in-vollzeit-100-remote-nordhorn-403468
2026-07-26T13:29:40Z,Qualitative Project Manager (Remote) EU hours,M3 USA,,terminated,,,,https://jobicy.com/jobs/144093-qualitative-project-manager-remote-eu-hours
2026-07-26T13:31:30Z,Technical Project Manager,ManTech,,terminated,,,,https://jobicy.com/jobs/143895-technical-project-manager-2
2026-07-26T13:33:18Z,Senior IT Project Manager (m/w/d),camos Software und Beratung GmbH,,terminated,,,,https://www.arbeitnow.com/jobs/companies/camos-software-und-beratung-gmbh/senior-it-project-manager-stuttgart-5197
2026-07-26T13:35:16Z,"Program Manager Facility Design, Data Centers – Remote (U.S.)",AECOM,,terminated,,,,https://jobicy.com/jobs/144476-program-manager-facility-design-data-centers-remote-u-s-2
2026-07-26T13:37:05Z,Implementation Manager,Zero Down Supply Chain Solutions,,terminated,,,,https://to.indeed.com/aa8wjx7g267d
2026-07-26T18:10:28Z,"Customer Success Manager, Enterprise (Fed/SLED)",abnormalsecurity,Remote - USA,terminated,,,,https://abnormal.ai/careers/jobs/7806116003?gh_jid=7806116003
2026-07-26T18:33:55Z,"Customer Success Manager, Enterprise (New York)",abnormalsecurity,Remote - USA,completed,,,,https://abnormal.ai/careers/jobs/7806082003?gh_jid=7806082003
2026-07-26T18:37:00Z,"Customer Success Manager, Mid-Market North Central & Northwest",abnormalsecurity,Remote - USA,terminated,,,,https://abnormal.ai/careers/jobs/7806190003?gh_jid=7806190003
2026-07-26T18:53:45Z,"Customer Success Manager, Mid-Market Texas & Ohio Valley",abnormalsecurity,Remote - USA,completed,,,,https://abnormal.ai/careers/jobs/7806158003?gh_jid=7806158003
2026-07-26T19:03:05Z,Customer Success Manager,checkr,"Denver, Colorado, United States; San Francisco, California, United States",completed,,,,https://job-boards.greenhouse.io/checkr/jobs/8048820
2026-07-26T19:11:57Z,Staff Customer Success Manager,checkr,"San Francisco, California, United States",completed,,,,https://job-boards.greenhouse.io/checkr/jobs/7727737
2026-07-26T19:22:44Z,"Associate Solution Architect, Professional Services",contentful,"Denver, Colorado, United States",completed,,,,https://job-boards.greenhouse.io/contentful/jobs/7875317
2026-07-26T19:39:57Z,"Associate Solution Architect, Professional Services",contentful,"New York, New York, United States",terminated,,,,https://job-boards.greenhouse.io/contentful/jobs/7943185
2026-07-26T19:42:45Z,Customer Success Manager - Boston,datadog,"Boston, Massachusetts, USA",terminated,,,,https://careers.datadoghq.com/detail/7128703/?gh_jid=7128703
2026-07-26T19:45:50Z,Customer Success Manager - Denver,datadog,"Denver, Colorado, USA",terminated,,,,https://careers.datadoghq.com/detail/7232590/?gh_jid=7232590
2026-07-26T19:59:13Z,Enterprise Customer Success Manager - Chicago,datadog,"Chicago, Illinois, USA",completed,,,,https://careers.datadoghq.com/detail/8052114/?gh_jid=8052114
2026-07-26T20:11:59Z,Enterprise Customer Success Manager - East,datadog,"Boston, Massachusetts, USA; New York, New York, USA",completed,,,,https://careers.datadoghq.com/detail/8077474/?gh_jid=8077474
2026-07-26T20:56:42Z,Financial Planning and Analysis Manager -Professional Services and Partner Support ,elastic,United States,failed,,,,https://jobs.elastic.co/jobs?gh_jid=8068807&gh_jid=8068807
2026-07-26T21:10:40Z,Solutions Consultant,figma,"San Francisco, CA • New York, NY • United States",completed,,,,https://boards.greenhouse.io/figma/jobs/5783377004?gh_jid=5783377004
2026-07-26T21:21:56Z,"Solutions Consultant, Payload",figma,"San Francisco, CA • New York, NY • United States",completed,,,,https://boards.greenhouse.io/figma/jobs/6111166004?gh_jid=6111166004
2026-07-26T21:27:01Z,Customer Success Manager,fivetran,"Denver, Colorado, United States, AMER",terminated,,,,https://www.fivetran.com/careers/job?gh_jid=7773958003
2026-07-26T21:50:53Z,Senior Sales Onboarding Manager,fivetran,"Remote, Georgia, United States, AMER",completed,,,,https://www.fivetran.com/careers/job?gh_jid=7787927003
2026-07-27T14:48:19Z,Professional Services Engineer ,bigid,Remote- USA East Coast,completed,,,,https://bigid.com/company/careers/job-details/8633794002?gh_jid=8633794002
2026-07-27T15:01:40Z,Mid-Market Customer Success Manager,billcom,United States,terminated,,,,https://www.bill.com/job?6107088004&gh_jid=6107088004
2026-07-27T15:02:40Z,Scaled Onboarding Specialist,billcom,United States,terminated,,,,https://www.bill.com/job?6119013004&gh_jid=6119013004
2026-07-27T15:03:46Z,"Customer Success Manager, Enterprise - East",chainguard,United States - Remote,terminated,,,,https://job-boards.greenhouse.io/chainguard/jobs/4694873006
2026-07-27T15:04:45Z,"Senior Customer Success Manager, Enterprise - Central",chainguard,United States - Remote,terminated,,,,https://job-boards.greenhouse.io/chainguard/jobs/4696286006
2026-07-27T15:06:23Z,"Senior Customer Success Manager, Enterprise - East",chainguard,United States - Remote,terminated,,,,https://job-boards.greenhouse.io/chainguard/jobs/4685529006
